lat;lon;cidade;estado;endereco
-22.96716;-43.1912;RIO DE JANEIRO;RJ;R. SANTA CLARA,
-22.970036;-43.185986;RIO DE JANEIRO;RJ;R. FIGUEIREDO MAGALHAES, 22,6
-22.967;-43.1858;RIO DE JANEIRO;RJ;R. TONELERO,
-22.9409625;-43.1806805;RIO DE JANEIRO;RJ;RUA ITAMBI, 50
-22.9703681;-43.1858826;RIO DE JANEIRO;RJ;R. FIGUEIREDO MAGALHAES,  ESQ. AV. NOSSA SENHORA DE COPACABANA
-22.9108367817603;-43.2689458876848;RIO DE JANEIRO;RJ;R. BARAO DO BOM RETIRO,
-22.97387;-43.18922;RIO DE JANEIRO;RJ;R. CONSTANTE RAMOS,
-22.92959;-43.17477;RIO DE JANEIRO;RJ;R. BUARQUE DE MACEDO,
-22.926917;-43.173583;RIO DE JANEIRO;RJ;PRAIA DO FLAMENGO,
-22.8482924;-43.3298571;RIO DE JANEIRO;RJ;AVENIDA MONSENHOR FELIX, 432
-22.93308;-43.17594;RIO DE JANEIRO;RJ;R. BARAO DO FLAMENGO,
-22.93233;-43.17462;RIO DE JANEIRO;RJ;PRAIA DO FLAMENGO,
-22.92231;-43.2587;RIO DE JANEIRO;RJ;R. GRAJAU,
-22.92584;-43.25439;RIO DE JANEIRO;RJ;R. UBERABA ESQ. R. FERREIRA PONTES
-22.9539693;-43.1971283;RIO DE JANEIRO;RJ;R. HUMAITA,
-22.98195;-43.21131;RIO DE JANEIRO;RJ;R. ANIBAL DE MENDONCA,
-22.98517;-43.207;RIO DE JANEIRO;RJ;R. MARIA QUITERIA,   ESQUINA COM R. PRUDENTE DE MORAES,SENT. PRAIA
-22.9842;-43.20418;RIO DE JANEIRO;RJ;R. VISCONDE DE PIRAJA,
-22.98382;-43.1962;RIO DE JANEIRO;RJ;R. ANTONIO PARREIRAS,  ACESSO A PRACA GENERAL OZORIO
-22.98376;-43.21291;RIO DE JANEIRO;RJ;R. VISCONDE DE PIRAJA,
-22.9830304;-43.2048809;RIO DE JANEIRO;RJ;R. JOANA ANGELICA,
-22.84812;-43.325;RIO DE JANEIRO;RJ;AV. MONSENHOR FELIX,
-22.91409;-43.37423;RIO DE JANEIRO;RJ;EST. DO CAFUNDA
-22.9344266249;-43.3523833752;RIO DE JANEIRO;RJ;AV. GEREMARIO DANTAS,
-22.8964743399421;-43.3513996750116;RIO DE JANEIRO;RJ;R. CANDIDO BENICIO,
-22.93124;-43.33224;RIO DE JANEIRO;RJ;EST. DO PAU FERRO,  ñ PROX. A EST. DOS TRES RIOS/ACESSO A GRAJAU
-22.9354663;-43.3377398;RIO DE JANEIRO;RJ;R. ARAGUAIA,
-22.9305082384323;-43.3791477978229;RIO DE JANEIRO;RJ;EST. DO GUERENGUE,  ñ PROX A FRANGOS RICA E A SMTU
-22.91452165298;-43.372366502881;RIO DE JANEIRO;RJ;EST. DO CAFUNDA,  ñ FTE A ACADEMIA AQUACENTER PROX. SUPERMERCADO GUANABARA
-22.897300536595;-43.351157605648;RIO DE JANEIRO;RJ;R. BARONESA, ñ EM FTE CAIXA ECONOMICA / IGREJA UNIVERSAL, SENT. VILA VALQUEIRE
-22.92827;-43.37298;RIO DE JANEIRO;RJ;R. ANDRE ROCHAñ PRACA DAS MUSAS, QUASE ESQUINA COM A EST. DOS BANDEIRANTES
-22.92267;-43.37256;RIO DE JANEIRO;RJ;PRACA DA TAQUARA,
-22.92223;-43.37225;RIO DE JANEIRO;RJ;AV. NELSON CARDOSO,
-22.9219;-43.3711;RIO DE JANEIRO;RJ;AV. NELSON CARDOSO,
-22.92418;-43.37371;RIO DE JANEIRO;RJ;ESTRADA DOS BANDEIRANTES,
-22.9176139;-43.361186;RIO DE JANEIRO;RJ;AV. GEREMARIO DANTAS,
-22.9037198;-43.3562896;RIO DE JANEIRO;RJ;R. CANDIDO BENICIO,
-22.9352917;-43.3390478;RIO DE JANEIRO;RJ;RUA ARAGUAIA, 1106
-22.8856014;-43.3436037;RIO DE JANEIRO;RJ;R. CANDIDO BENICIO,
-22.966348138603;-43.219551667571;RIO DE JANEIRO;RJ;R. PACHECO LEAO ,
-22.91286;-43.18288;RIO DE JANEIRO;RJ;AV. MEM DE SA FRONTAL
-22.9122811569799;-43.1862671300768;RIO DE JANEIRO;RJ;AV. MEM DE SA
-22.93644;-43.18138;RIO DE JANEIRO;RJ;R. PAYSSANDU,
-22.9356865;-43.1894958;RIO DE JANEIRO;RJ;R. DAS LARANJEIRAS,
-22.9320047;-43.1775752;RIO DE JANEIRO;RJ;R. DO CATETE,
-22.9822757;-43.2248025;RIO DE JANEIRO;RJ;R. GENERAL URQUIZA, ESQUINA COM A R. DIAS FERREIRA
-22.98491;-43.22502;RIO DE JANEIRO;RJ;R. GENERAL VENANCIO FLORES,  ESQUINA COM ATAULFO DE PAIVA
-22.9837041;-43.2179398;RIO DE JANEIRO;RJ;AV, ATAULFO DE PAIVA,
-22.98275;-43.22586;RIO DE JANEIRO;RJ;R. DIAS FERREIRA,  ESQUINA COM GAL. VENANCIO FLORES
-22.9657054;-43.2204101;RIO DE JANEIRO;RJ;RUA SATURNINO DE BRITO, 75
-22.9558621;-43.1832333;RIO DE JANEIRO;RJ;RUA ALVARO RAMOS, 30
-22.8830403;-43.3431374;RIO DE JANEIRO;RJ;ESTRADA INTENDENTE MAGALHAES, ESQUINA COM A R. CANDIDO BENICIO EM FTE AO SUPERMERCADO PREZUNIC
-22.9123061;-43.1862986;RIO DE JANEIRO;RJ;AVENIDA MEM DE S¡ X RUA UBALDINO DO AMARAL
-22.90471;-43.24451;RIO DE JANEIRO;RJ;AV. MARECHAL RONDOM , ACESSO AO ESTADIO DO MARACANA E A UERJ
-22.8695698;-43.3354148;RIO DE JANEIRO;RJ;AV. MIN. EDGAR ROMERO,  PROXIMO AO MERCADAO DE MADUREIRA
-22.9129790963006;-43.235786743462;RIO DE JANEIRO;RJ;R. SAO FRANCISCO XAV.IER.  EM FRENTE A UERJ
-22.8972007755466;-43.2789532095193;RIO DE JANEIRO;RJ;R. CORACAO DE MARIA,
-22.90407;-43.29563;RIO DE JANEIRO;RJ;R. DIAS DA CRUZ,
-22.9034599442877;-43.2844819128513;RIO DE JANEIRO;RJ;R. MAGALHAES COUTO ESQ. R. DIAS DA CRUZ,
-22.9000759027881;-43.2751736417412;RIO DE JANEIRO;RJ;R. LUCIDIO LAGO,   ACESSO AO NORTE SHOPPING
-23.0131507;-43.4464055;RIO DE JANEIRO;RJ;AV, GENARO DE CARVALHO, PROX, AO SUPERMERCADO MUNDIAL E SHOPPING BARRA WORLD
-22.9826405;-43.2285679;RIO DE JANEIRO;RJ;RUA DIAS FERREIRA, 471
-23.0232849;-43.4820149;RIO DE JANEIRO;RJ;AV, GUIOMAR DE NOVAES,
-22.8935741182158;-43.2593881711363;RIO DE JANEIRO;RJ;R. LINO TEIXEIRA,
-22.9851247;-43.2276429;RIO DE JANEIRO;RJ;RUA GENERAL VEN¬NCIO FLORES, 255
-22.8997028099021;-43.2270085439085;RIO DE JANEIRO;RJ;R. SAO LUIZ GONZAGA, EM FRENTE,
-22.9;-43.22301;RIO DE JANEIRO;RJ;AV. DO EXERCITO COM FONSECA TELES
-22.9147837;-43.2239668;RIO DE JANEIRO;RJ;R, PROFESSOR GABIZO
-22.91804;-43.224266;RIO DE JANEIRO;RJ;R. MARIZ E BARROS,
-22.9164966;-43.2095289;RIO DE JANEIRO;RJ;R. HADDOCK LOBO,
-22.9182950524669;-43.2361347600817;RIO DE JANEIRO;RJ;R. ALMIRANTE JOAO CANDIDO BRASIL,
-22.9218058656129;-43.2462352886795;RIO DE JANEIRO;RJ;R. MAXWELL ESQUINA COM R. PONTES CORREA PX. SUP. GUANABARA E EXTRA
-22.91891;-43.23929;RIO DE JANEIRO;RJ;R. PEREIRA NUNES ,  ACESSO AO SHOPPING TIJUCA
-22.92261;-43.23275;RIO DE JANEIRO;RJ;R. MAJOR AV.ILA
-22.9509;-43.16802;RIO DE JANEIRO;RJ;AV. PORTUGAL,
-22.8999863;-43.223026;RIO DE JANEIRO;RJ;AVENIDA DO EXERCITO X RUA FONSECA TELES
-22.9241635468426;-43.2278544455766;RIO DE JANEIRO;RJ;R. CONDE DE BONFIM, FRENTE AO EXTRA
-22.9159752533885;-43.2463385537266;RIO DE JANEIRO;RJ;AV. BOULEVARD 28 DE SETEMBRO, 327 PROX. QUADRA UNIDOS DE VILA ISABEL
-22.9152881380786;-43.2438105717301;RIO DE JANEIRO;RJ;AV. 28 DE SETEMBRO, 23,4
-22.83476;-43.31863;RIO DE JANEIRO;RJ;AV. BRAS DE PINA,   FTE. SUPERMERCADO PREZUNIC/ACESSO AO SHOPPING VIA BRASIL
-23.62922853;-46.54771077;SANTO ANDR…;SP;AV. D, PEDRO II
-23.6316587697244;-46.5303387666668;SANTO ANDR…;SP;AL, VIEIRA DE CARVALHO
-23.65426142;-46.52784771;SANTO ANDR…;SP;R. BERNARDINO DE CAMPOS
-23.6543299;-46.5279984;SANTO ANDR…;SP;AV. BERNARDINO DE CAMPOS
-23.662196;-46.561312;S√O BERNARDO DO CAMPO;SP;R. ITAGUACU
-23.665371;-46.446992;MAU¡;SP;AV. BARAO DE MAUA
-23.6703759362168;-46.5599139392393;S√O BERNARDO DO CAMPO;SP;AV. SEN, VERGUEIRO
-23.685147;-46.627186;DIADEMA;SP;AV. PRES, KENNEDY
-23.46822548;-46.53517423;GUARULHOS;SP;AV. TIRADENTES
-23.786911;-46.597374;DIADEMA;SP;ROD. DOS IMIGRANTES
-23.973912;-46.268649;SANTOS;SP;ROD PIACAGUERA
-23.68008;-46.612063;DIADEMA;SP;ROD. DOS IMIGRANTES
-23.7213;-46.606436;DIADEMA;SP;ROD. DOS IMIGRANTES
-15.796835;-47.891384;BRASÕLIA;DF;SETOR COMERCIAL SUL DE BRASILIA
-15.798974;-47.888;BRASÕLIA;DF;PAINEL LED - P
-15.799301;-47.888;BRASÕLIA;DF;P
-15.777184;-47.93841;BRASÕLIA;DF;VIA EPIA
-15.808503;-47.959058;BRASÕLIA;DF;PAINEL LED - P
-15.808924;-47.959;BRASÕLIA;DF;P
-15.823413;-47.898392;BRASÕLIA;DF;VIA L
-15.823755;-47.899336;BRASÕLIA;DF;PAINEL LED - P
-15.824265;-47.899264;BRASÕLIA;DF;P
-15.825008;-47.873933;BRASÕLIA;DF;R
-15.825203;-47.875;BRASÕLIA;DF;R
-15.825408;-47.872;BRASÕLIA;DF;R
-15.831954;-47.952587;BRASÕLIA;DF;P
-15.83616;-48.01983;BRASÕLIA;DF;AV. DAS CASTANHEIRAS
-15.869395;-47.936026;BRASÕLIA;DF;PT
-15.870256;-47.935024;BRASÕLIA;DF;P
-15.870322;-47.92805;BRASÕLIA;DF;P
-15.870506;-47.93142;BRASÕLIA;DF;P
-15.870433;-47.930023;BRASÕLIA;DF;P
-15.870648;-47.933386;BRASÕLIA;DF;P
-15.87032;-47.92804;BRASÕLIA;DF;SAINDO DO AEROPORTO INTERNACIONAL DE BRASILIA
-15.87065;-47.93341;BRASÕLIA;DF;SAINDO DO AEROPORTO INTERNACIONAL DE BRASILIA
-15.87045;-47.93001;BRASÕLIA;DF;SAINDO DO AEROPORTO INTERNACIONAL DE BRASILIA
-15.87026;-47.93499;BRASÕLIA;DF;SAINDO DO AEROPORTO INTERNACIONAL DE BRASILIA
-15.82539;-47.95109;BRASÕLIA;DF;VIA EPIA ACESSO AO PARK SHOPPING
-15.82911;-48.0478;BRASÕLIA;DF;CHEGADA VIADUTO ENTRADA TAGUATINGA
-15.82397;-47.89928;BRASÕLIA;DF;VIA L2 SUL QUADRA 608
-15.8705;-47.93142;BRASÕLIA;DF;CHEGANDO NO AEROPORTO INTERNACIONAL DE BRASILIA
-15.80867;-47.95899;BRASÕLIA;DF;TAGUATINGA/ AGUAS CLARAS/ SIA SENTIDO PLANO PILOTO
-15.791085;-47.884748;BRASÕLIA;DF;EIXO MONUMENTAL
-15.791632;-47.883214;BRASÕLIA;DF;VIA N
-15.726505;-47.895667;BRASÕLIA;DF;TRIEDRO - T
-15.727174;-47.895666;BRASÕLIA;DF;F
-15.774165;-47.937918;BRASÕLIA;DF;F
-15.80876;-47.960451;BRASÕLIA;DF;F
-15.778033;-47.939616;BRASÕLIA;DF;TRIEDRO - T
-15.809392;-47.950166;BRASÕLIA;DF;F
-15.778562;-47.939197;BRASÕLIA;DF;EPIA
-15.778687;-47.93945;BRASÕLIA;DF;F
-15.8101;-47.951075;BRASÕLIA;DF;F
-15.818201;-48.016196;BRASÕLIA;DF;F
-15.818227;-47.949213;BRASÕLIA;DF;F
-15.820858;-48.021522;BRASÕLIA;DF;F
-15.824458;-47.87329;BRASÕLIA;DF;B
-15.824932;-47.874108;BRASÕLIA;DF;B
-15.8240763;-47.8992208;BRASÕLIA;DF;T
-15.824527;-47.873551;BRASÕLIA;DF;B
-15.824969;-47.871749;BRASÕLIA;DF;B
-15.824594;-47.873802;BRASÕLIA;DF;B
-15.824362;-47.872874;BRASÕLIA;DF;B
-15.824672;-47.874159;BRASÕLIA;DF;B
-15.82469;-47.87247;BRASÕLIA;DF;B
-15.824984;-47.874675;BRASÕLIA;DF;EIB
-15.824714;-47.874441;BRASÕLIA;DF;B
-15.82472;-47.872902;BRASÕLIA;DF;B
-15.825069;-47.874684;BRASÕLIA;DF;EIA
-15.824785;-47.872501;BRASÕLIA;DF;R
-15.825131;-47.872643;BRASÕLIA;DF;EIB
-15.824846;-47.872868;BRASÕLIA;DF;QL
-15.825155;-47.87158;BRASÕLIA;DF;B
-15.824852;-47.873433;BRASÕLIA;DF;B
-15.825168;-47.872686;BRASÕLIA;DF;EIA
-15.825177;-47.874852;BRASÕLIA;DF;B
-15.825185;-47.872129;BRASÕLIA;DF;B
-15.825203;-47.875029;BRASÕLIA;DF;R
-15.825339;-47.871909;BRASÕLIA;DF;B
-15.825408;-47.871988;BRASÕLIA;DF;R
-15.82551;-47.873895;BRASÕLIA;DF;R
-15.825694;-47.871715;BRASÕLIA;DF;B
-15.826345;-47.873472;BRASÕLIA;DF;PB
-15.826411;-47.873391;BRASÕLIA;DF;PA
-15.826448;-47.873467;BRASÕLIA;DF;QL
-15.830709;-47.870663;BRASÕLIA;DF;F
-15.831121;-48.047859;BRASÕLIA;DF;F
-15.826462;-47.951654;BRASÕLIA;DF;TRIEDRO - T
-15.831167;-47.951132;BRASÕLIA;DF;F
-15.835;-47.95288;BRASÕLIA;DF;F
-15.82657;-47.950531;BRASÕLIA;DF;F
-15.826782;-47.873127;BRASÕLIA;DF;QL
-15.840452;-47.868764;BRASÕLIA;DF;F
-15.82692;-47.951595;BRASÕLIA;DF;F
-15.8440701;-47.896654;BRASÕLIA;DF;T
-15.827661;-47.950712;BRASÕLIA;DF;F
-15.830033;-47.870667;BRASÕLIA;DF;TRIEDRO - T
-15.830431;-47.952339;BRASÕLIA;DF;F
-15.841;-47.823596;BRASÕLIA;DF;F
-15.85973;-47.869381;BRASÕLIA;DF;F
-15.830504;-47.951;BRASÕLIA;DF;F
-15.86194;-47.93608;BRASÕLIA;DF;F
-15.863922;-47.939811;BRASÕLIA;DF;TRIEDRO - T
-15.843004;-47.896778;BRASÕLIA;DF;TRIEDRO - T
-15.893442;-47.962136;BRASÕLIA;DF;F
-15.93889;-47.98566;BRASÕLIA;DF;F
-15.83092;-47.95112;BRASÕLIA;DF;VIA EPIA SENTIDO SIA APOS VIADUTO METRO, ESTACAO SHOPPING
-15.8274;-47.95071;BRASÕLIA;DF;VIA EPIA SENTIDO SIA, PROXIMO A RODOVIARIA INTERESTADUAL
-15.83023;-47.95108;BRASÕLIA;DF;VIA EPIA SENTIDO SIA APOS VIADUTO METRO, ESTACAO SHOPPING
-15.82629;-47.95054;BRASÕLIA;DF;VIA EPIA PARK SHOPPING SENTIDO SIA / EPIA NORTE
-15.93864;-47.98561;BRASÕLIA;DF;PLANO PILOTO / GAMA, PROXIMO AO VIADUTO DO GAMA (CONTRA FLUXO)
-15.93868;-47.98565;BRASÕLIA;DF;VIA EPIA PROXIMO AO COUNTRY CLUB, SENTIDO VALPARAISO / PLANO PILOTO
-15.83014;-47.95295;BRASÕLIA;DF;VIA EPIA EM FRENTE AO PARK SHOPPING
-15.82672;-47.9516;BRASÕLIA;DF;VIA EPIA EM FRENTE AO CASA PARK (CONTRA FLUXO)
-15.83019;-47.95225;BRASÕLIA;DF;VIA EPIA EM FRENTE AO CARREFOUR SUL
-15.84074;-47.8236;BRASÕLIA;DF;CONDOMINIOS SENTIDO PONTE JK (CONTRA FLUXO)
-15.83188;-47.95261;BRASÕLIA;DF;ACESSO AO PARK SHOPPING
-15.85972;-47.86939;BRASÕLIA;DF;SHIS Q,I  LAGO SUL SENTIDO PONTE JK
-15.81794;-47.94922;BRASÕLIA;DF;VIA EPIA PARK SHOPPING SENTIDO SIA / EPIA NORTE
-15.80826;-47.95018;BRASÕLIA;DF;VIA EPTG PROXIMO AO SIA
-15.80847;-47.96044;BRASÕLIA;DF;VIADUTO VIA EPTG
-15.82084;-48.02152;BRASÕLIA;DF;VIA EPTG, PROXIMO A AGUAS CLARAS
-15.83032;-47.95235;BRASÕLIA;DF;VIA EPIA NA SAIDA DO ESTACIONAMENTO DO CARREFOUR SUL
-15.81819;-48.01621;BRASÕLIA;DF;VIA EPTG, PROXIMO A SAIDA DE VICENTE PIRES
-15.80869;-47.96046;BRASÕLIA;DF;VIA EPTG, SENTIDO PLANO PILOTO / TAGUATINGA (CONTRA FLUXO)
-15.77865;-47.93946;BRASÕLIA;DF;VIA EPIA, SENTIDO ESTRUTURAL / EIXO MONUMENTAL (CONTRA FLUXO)
-15.83497;-47.9529;BRASÕLIA;DF;SAIDA PRINCIPAL PARK SHOPPING
-15.77412;-47.93792;BRASÕLIA;DF;VIA EPIA, SENTIDO NOROESTE / SIA (PROXIMO AO VIADUTO)
-15.83062;-47.87069;BRASÕLIA;DF;PROXIMO ACESSO AO PONTAO DO LAGO SUL (CONTRA FLUXO)
-15.72709;-47.89569;BRASÕLIA;DF;ENTRADA LAGO NORTE, SENTIDO EIXAO / CONDOMINIOS (CONTRA FLUXO)
-15.89338;-47.96214;BRASÕLIA;DF;VIA EPIA, PROXIMO AO PARK WAY QUADRA , SENTIDO GAMA
-15.86186;-47.93613;BRASÕLIA;DF;ACESSO PRINCIPAL AO AEROPORTO INTERNACIONAL PELO PARK WAY
-15.83104;-48.04787;BRASÕLIA;DF;SAIDA DO VIADUTO DE TAGUATINGA / PLANO PILOTO (CONTRA FLUXO)
-15.81002;-47.95107;BRASÕLIA;DF;SENTIDO PLANO PILOTO / TAGUATINGA, APOS VIADUTO EPIA (CONTRA FLUXO)
-15.84344;-47.89677;BRASÕLIA;DF;PONTE GILBERTO SALOMAO NA SHIS QL , (ENTRADA LAGO SUL - CONTRA FLUXO)
-15.82683;-47.95162;BRASÕLIA;DF;VIA EPIA EM FRENTE AO CASA PARK
-15.82863;-47.95186;BRASÕLIA;DF;VIA EPIA SENTIDO EM FRENTE A PRIMETEK
-15.77861;-47.93946;BRASÕLIA;DF;VIA EPIA PROXIMO AO SHOPPING POPULAR. SENTIDO SIA E ESTRUTURAL
-15.81668;-47.94897;BRASÕLIA;DF;VIA EPIA SENTIDO PARK SHOPPING / SIA
-15.86443;-47.93964;BRASÕLIA;DF;VIA EPDB, ACESSO AO EIXAO SUL, PROXIMO AO BALAO DO AEROPORTO
-15.82418;-47.89926;BRASÕLIA;DF;VIA L2 SUL, QUADRA 608, (CONTRA FLUXO)
-15.72712;-47.89567;BRASÕLIA;DF;SAIDA PRINCIPAL LAGO NORTE- PLANO PILOTO
-15.84002;-47.82403;BRASÕLIA;DF;PONTE JK, SENTIDO CONDOMINIOS
-15.83059;-47.87065;BRASÕLIA;DF;PROXIMO ACESSO AO PONTAO
-15.86181;-47.93609;BRASÕLIA;DF;ACESSO PRINCIPAL AO AEROPORTO INTERNACIONAL DE BRASILIA
-15.80988;-47.9517;BRASÕLIA;DF;VIA EPTG, SIA , ANTES DO VIADUTO SOBRE A EPIA
-17.22765;-46.859694;PARACATU;MG;ROD. BR-040
-22.3215767;-49.06707;BAURU;SP;AV. NACOES UNIDAS X AV. RODRIGUES ALVES
-22.551341;-42.98995;RIO DE JANEIRO;RJ;PARADA MODELO SENTIDO MAGE
-22.739683;-43.497142;RIO DE JANEIRO;RJ;R. LAFAIETE PIMENTA ENTRADA E SAIDA DE NOVA IGUACU
-22.657662;-43.084155;RIO DE JANEIRO;RJ;BR 493 PROXIMO AO PAC SENT, MAGE
-22.741905;-42.953082;RIO DE JANEIRO;RJ;RODOVIA MAGE X MANILHA ITAMBI PROXIMO AO POSTO CHEFAO SENT, CENTRO DE MAGE
-22.663639;-43.034235;RIO DE JANEIRO;RJ;RODOVIA MAGE X MANILHA BR 493
-22.762483;-43.425901;RIO DE JANEIRO;RJ;AV. CARLOS MARQUES ROLLO COM CARLOS LAERT RETORNO UNIVERSIDADE ESTACIO
-22.735566;-43.457831;RIO DE JANEIRO;RJ;R. RAIMUNDO BRITO DE OLIVEIRA
-22.74396;-43.510519;RIO DE JANEIRO;RJ;ESTRADA DA MARIELIA ENTRADA E SAIDA P VIA DUTRA
-22.764555;-43.490011;RIO DE JANEIRO;RJ;AV. ABILIO AUGUSTO TAV.ORA FTE AO CONDOMINIO VIA ANGELA
-22.746179;-43.483682;RIO DE JANEIRO;RJ;AV.E, TANCREDO NEVES NUMERO
-22.764855;-43.439779;RIO DE JANEIRO;RJ;AV. GETULIO DE MOURA FTE A PRACA SANTOS DUMONT ACESSO VIADUTO DO K
-22.75137;-43.471542;RIO DE JANEIRO;RJ;AV. TANCREDO NOVES FTE A GREGOS E TROIANOS
-22.766299;-43.352845;RIO DE JANEIRO;RJ;AV. EUCLIDES DA CUNHA ACESSO A SAO JOAO E CAXIAS
-22.754832;-43.462112;RIO DE JANEIRO;RJ;VIA LIGHT SENTIDO HIPERMERCADO EXTRA
-22.768004;-43.43566;RIO DE JANEIRO;RJ;R. FELICIANO SODRE FTE AO HOTEL JUSCELINO
-22.800952;-43.350269;RIO DE JANEIRO;RJ;ESTRADA SAO JOAO CAXIAS SENT, SHOPPING GRANDE RIO
-22.754939;-43.464187;RIO DE JANEIRO;RJ;R. BERNARDINO DE MELO APOS O FORUM AO LADO DO VIADUTO DO EXTRA
-22.8009523;-43.3502686;RIO DE JANEIRO;RJ;ESTRADA SAO JOAO CAXIAS SENT, SHOPPING GRANDE RIO
-22.757985;-43.456829;RIO DE JANEIRO;RJ;R. BERNARDINO DE MELO FTE A SAIDA DO ESTACIONAMENTO CASA DE FETAS PIRULITO
-22.801698;-43.305346;RIO DE JANEIRO;RJ;AV. BULH’ES DE MARCIAL MURO DA SUPERVIA ENTRADA DE CAXIAS
-22.9031515;-43.2527684;RIO DE JANEIRO;RJ;AV. MARECHAL RONDON FTA A FACULDADE CCAA
-22.8016984;-43.3053459;RIO DE JANEIRO;RJ;AV. BULH’ES DE MARCIAL MURO DA SUPERVIA ENTRADA DE CAXIAS
-22.762039;-43.424516;RIO DE JANEIRO;RJ;R. ALEXANDRE FLEEMING ACESSO RODOVIA PRESIDENTE DUTRA SENT, RIO
-22.9050423;-43.26784793;RIO DE JANEIRO;RJ;AV. MARECHAL RONDON C / GREGORIO NEVES
-22.9055384;-43.2096864;RIO DE JANEIRO;RJ;AV. FRANCISCO BICALHO
-22.8851706;-43.2276447;RIO DE JANEIRO;RJ;AV. BRASIL C / R. BELA
-22.9093036;-43.2003827;RIO DE JANEIRO;RJ;R. AFONSO CAV.ALCANTI COM R. CARMO NETO
-22.9229724;-43.1976379;RIO DE JANEIRO;RJ;R. ITAPIRU ACESSO TUNEL SANTA BARBARA SENT, ZONA SUL
-22.58351;-47.40878;LIMEIRA;SP;POSTO TIGRINHO    R. CANDIDO SOUZA DE OLIVEIRA
-22.55776;-47.38585;LIMEIRA;SP;PROXIMO AO LIMEIRAO         AV. MAJ. JOSE LEVI SOBRINHO
-22.55036;-47.4158;LIMEIRA;SP;STORIA RESIDENCIAL   AV. MARIA THEREZA SILVEIRA DE BARROS CAMARGO
-22.54702;-47.41946;LIMEIRA;SP;RESERVATTO RESIDENZIALLE         AV. MARIA THEREZA SILVEIRA DE BARROS CAMARGO
-22.56511;-47.42101;LIMEIRA;SP;ARTZ RESIDENCIAL  R. MIGUEL BORTOLAN
-22.54401;-47.39344;LIMEIRA;SP;HM VIVENDAS DE LIMEIRA                       R. ANTONIO BAGNOLI
-22.58114;-47.39575;LIMEIRA;SP;CONDOMINIO NOVITA   R. ALONSO VALENTIM CARDOSO TAV.ARES
-22.5799;-47.40837;LIMEIRA;SP;RESIDENCIAL TERRAZZO LIMEIRA     R. CANDIDO SOUZA DE OLIVEIRA
-22.55879;-47.3956;LIMEIRA;SP;ALTO DA BOA VISTA               R. GEN. OSORIO
-22.58208;-47.39574;LIMEIRA;SP;CONDOMINIO RESIDENCIAL MAGGIORE                      R. JOAO AMATO
-22.57747;-47.42177;LIMEIRA;SP;MAISON D'ART DALI                R. MARIO APARECIDO CORTES
-22.59253;-47.39705;LIMEIRA;SP;CONDOMINIO ATTUALE RESIDENCIAL                   R. DA IMPRENSA
-19.948784;-44.010595;BELO HORIZONTE;MG;AV. AMAZONAS,
-19.957825;-43.965214;BELO HORIZONTE;MG;R. JOAO LADEIRA SENA,
-19.941054;-43.971787;BELO HORIZONTE;MG;AV. BARAO HOMEM DE MELO,
-19.941412;-43.971599;BELO HORIZONTE;MG;AV. BARAO HOMEM DE MELO,
-19.883195;-43.950459;BELO HORIZONTE;MG;AV. PRESIDENTE ANTONIO CARLOS,
-19.950853;-44.008533;BELO HORIZONTE;MG;ANEL RODOVIARIO CELSO MELLO DE AZEVEDO, S/N, PRX. AV. AMAZONAS - SENTIDO: SHOPPING DEL REY
-19.872358;-43.978327;BELO HORIZONTE;MG;R. CONCEICAO DO MATO DENTRO,
-19.893071;-43.993006;BELO HORIZONTE;MG;AV. PRESIDENTE TANCREDO NEVES,
-19.889659;-43.993449;BELO HORIZONTE;MG;AV. PRESIDENTE TANCREDO NEVES,
-19.885916;-44.018979;BELO HORIZONTE;MG;AV. ABILIO MACHADO,
-19.91144;-43.920989;BELO HORIZONTE;MG;AV. SILVIANO BRANDAO,
-19.850236;-43.934015;BELO HORIZONTE;MG;AV. CRISTIANO MACHADO,
-19.810341;-43.964295;BELO HORIZONTE;MG;AV. VILARINHO,
-19.803828;-43.979105;BELO HORIZONTE;MG;R. PADRE PEDRO PINTO,
-19.933284;-44.080775;BELO HORIZONTE;MG;VIA EXPRESSA DE CONTAGEM,
-19.998565;-43.894724;BELO HORIZONTE;MG;RODOVIA JANUARIO CARNEIRO,
-3.184865;-52.193907;ALTAMIRA;PA;RODOVIA  TRANSAMAZONICA - COLINAS
-3.1984203;-52.2248093;ALTAMIRA;PA;AV. IRMA CLARES ESQ. COM R. HORTELA - DESCIDA DA TRANSPOSICAO SENTIDO CENTRO
-3.2232655;-52.2721466;ALTAMIRA;PA;RODOVIA  TRANS. CHEGA DE ALTAMIRA
-3.2120722;-52.2230137;ALTAMIRA;PA;AC. DOIS,  - ESPLANADA DO XINGU
-3.201752;-52.2388611;ALTAMIRA;PA;AV. NOVA ALTAMIRA - SAIDA CIDADE NOVA
-3.2118238;-52.2314185;ALTAMIRA;PA;AV. JADER BARBALHO
-3.1901392;-52.2090937;ALTAMIRA;PA;AV. UM - MUTIRAO
-3.1934899;-52.2093088;ALTAMIRA;PA;R. PADRE ANTONIO VIEIRA - BRASILIA
-3.2028475;-52.2168599;ALTAMIRA;PA;AV. PERIMENTAL, ENTRADA DE ALTAMIRA SENTIDO BN-ATM
